Rank,Pair,Symbol_Y,Symbol_X,Score,Score_rt_frequency,Score_beta_smoothness,Score_window_reversion,Score_regime_stability,Score_adf,Score_kurtosis_penalty,RT_Total,RT_Signals,RT_Completion,RT_Annual_Freq,Best_Ref_Lookback,Lookback_Scan,Delta_Beta_Std,Delta_Beta_Rel,Beta_Mean,Beta_CV,WRS_Pct_Fast,WRS_Median_HL,WRS_N_Windows,Regime_Quality,Regime_Total,Regime_Consistency,Regime_Detail,ADF_Pvalue,Spread_Kurtosis,Overlap_Days
14,ATOMUSDT-SNXUSDT,ATOMUSDT,SNXUSDT,79.58,10.0,3.0,2.51,14.21,50.0,-0.14,56,74,0.7568,15.264,100,"[{""lookback"": 100, ""n_rt"": 56, ""n_sig"": 74, ""rt_comp"": 0.7567567567567568, ""rt_annual"": 15.264179104477611, ""rt_per_bar"": 0.04, ""lb_stability_bonus"": 1.0, ""combined"": 0.02633264305648329}, {""lookback"": 130, ""n_rt"": 45, ""n_sig"": 65, ""rt_comp"": 0.6923076923076923, ""rt_annual"": 12.54675572519084, ""rt_per_bar"": 0.032846715328467155, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.01969488656739404}, {""lookback"": 155, ""n_rt"": 48, ""n_sig"": 65, ""rt_comp"": 0.7384615384615385, ""rt_annual"": 13.643579766536964, ""rt_per_bar"": 0.035687732342007436, ""lb_stability_bonus"": 1.075, ""combined"": 0.02434553027194785}, {""lookback"": 180, ""n_rt"": 46, ""n_sig"": 67, ""rt_comp"": 0.6865671641791045, ""rt_annual"": 13.334523809523809, ""rt_per_bar"": 0.03484848484848485, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.021987486684707645}, {""lookback"": 210, ""n_rt"": 49, ""n_sig"": 71, ""rt_comp"": 0.6901408450704225, ""rt_annual"": 14.55060975609756, ""rt_per_bar"": 0.03798449612403101, ""lb_stability_bonus"": 1.15, ""combined"": 0.025044410119722353}]",0.016115,0.028278,0.569872,0.5816,0.3158,11.52,19,4,4,0.8688,"[{""regime"": 1, ""n_rt"": 12, ""n_sig"": 19, ""completion"": 0.631578947368421, ""annual_freq"": 13.122754491017963}, {""regime"": 2, ""n_rt"": 18, ""n_sig"": 20, ""completion"": 0.9, ""annual_freq"": 19.684131736526947}, {""regime"": 3, ""n_rt"": 17, ""n_sig"": 20, ""completion"": 0.85, ""annual_freq"": 18.590568862275447}, {""regime"": 4, ""n_rt"": 9, ""n_sig"": 15, ""completion"": 0.6, ""annual_freq"": 9.812686567164178}]",4e-06,3.0843,1499
15,ICPUSDT-OPUSDT,ICPUSDT,OPUSDT,79.45,10.0,3.0,4.09,14.21,50.0,-1.86,46,65,0.7077,13.356,100,"[{""lookback"": 100, ""n_rt"": 46, ""n_sig"": 65, ""rt_comp"": 0.7076923076923077, ""rt_annual"": 13.355723370429253, ""rt_per_bar"": 0.03490136570561457, ""lb_stability_bonus"": 1.0, ""combined"": 0.020778257973990175}, {""lookback"": 130, ""n_rt"": 34, ""n_sig"": 56, ""rt_comp"": 0.6071428571428571, ""rt_annual"": 10.112785016286646, ""rt_per_bar"": 0.026397515527950312, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.01299906725091011}, {""lookback"": 155, ""n_rt"": 37, ""n_sig"": 58, ""rt_comp"": 0.6379310344827587, ""rt_annual"": 11.233790523690772, ""rt_per_bar"": 0.02929532858273951, ""lb_stability_bonus"": 1.075, ""combined"": 0.016046023855136426}, {""lookback"": 180, ""n_rt"": 30, ""n_sig"": 57, ""rt_comp"": 0.5263157894736842, ""rt_annual"": 9.301782682512734, ""rt_per_bar"": 0.024232633279483037, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.010262126270194414}, {""lookback"": 210, ""n_rt"": 32, ""n_sig"": 53, ""rt_comp"": 0.6037735849056604, ""rt_annual"": 10.181184668989548, ""rt_per_bar"": 0.026490066225165563, ""lb_stability_bonus"": 1.15, ""combined"": 0.014291968405746773}]",0.017652,0.029434,0.599715,0.5872,0.3889,13.45,18,4,4,0.869,"[{""regime"": 1, ""n_rt"": 8, ""n_sig"": 14, ""completion"": 0.5714285714285714, ""annual_freq"": 9.335463258785943}, {""regime"": 2, ""n_rt"": 10, ""n_sig"": 18, ""completion"": 0.5555555555555556, ""annual_freq"": 11.669329073482428}, {""regime"": 3, ""n_rt"": 16, ""n_sig"": 19, ""completion"": 0.8421052631578947, ""annual_freq"": 18.670926517571885}, {""regime"": 4, ""n_rt"": 11, ""n_sig"": 16, ""completion"": 0.6875, ""annual_freq"": 12.714398734177216}]",1.9e-05,4.1152,1417
16,BTCUSDT-BNBUSDT,BTCUSDT,BNBUSDT,79.41,9.68,2.99,2.51,14.24,50.0,-0.0,40,61,0.6557,10.903,100,"[{""lookback"": 100, ""n_rt"": 40, ""n_sig"": 61, ""rt_comp"": 0.6557377049180327, ""rt_annual"": 10.902985074626866, ""rt_per_bar"": 0.02857142857142857, ""lb_stability_bonus"": 1.0, ""combined"": 0.015171453492813413}, {""lookback"": 130, ""n_rt"": 34, ""n_sig"": 61, ""rt_comp"": 0.5573770491803278, ""rt_annual"": 9.479770992366412, ""rt_per_bar"": 0.024817518248175182, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.010749661144578267}, {""lookback"": 155, ""n_rt"": 28, ""n_sig"": 56, ""rt_comp"": 0.5, ""rt_annual"": 7.95875486381323, ""rt_per_bar"": 0.020817843866171002, ""lb_stability_bonus"": 1.075, ""combined"": 0.007912235730005606}, {""lookback"": 180, ""n_rt"": 28, ""n_sig"": 54, ""rt_comp"": 0.5185185185185185, ""rt_annual"": 8.116666666666667, ""rt_per_bar"": 0.021212121212121213, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.008784107720319284}, {""lookback"": 210, ""n_rt"": 24, ""n_sig"": 54, ""rt_comp"": 0.4444444444444444, ""rt_annual"": 7.126829268292682, ""rt_per_bar"": 0.018604651162790697, ""lb_stability_bonus"": 1.15, ""combined"": 0.0063393626184323855}]",0.026512,0.03082,0.860249,0.6589,0.3158,15.94,19,4,4,0.8725,"[{""regime"": 1, ""n_rt"": 13, ""n_sig"": 17, ""completion"": 0.7647058823529411, ""annual_freq"": 14.216317365269461}, {""regime"": 2, ""n_rt"": 11, ""n_sig"": 16, ""completion"": 0.6875, ""annual_freq"": 12.029191616766466}, {""regime"": 3, ""n_rt"": 10, ""n_sig"": 16, ""completion"": 0.625, ""annual_freq"": 10.93562874251497}, {""regime"": 4, ""n_rt"": 6, ""n_sig"": 12, ""completion"": 0.5, ""annual_freq"": 6.54179104477612}]",0.000263,0.3838,1499
17,LINKUSDT-AAVEUSDT,LINKUSDT,AAVEUSDT,79.37,9.98,2.94,2.51,13.94,50.0,-0.0,53,76,0.6974,14.446,100,"[{""lookback"": 100, ""n_rt"": 53, ""n_sig"": 76, ""rt_comp"": 0.6973684210526315, ""rt_annual"": 14.446455223880596, ""rt_per_bar"": 0.03785714285714286, ""lb_stability_bonus"": 1.0, ""combined"": 0.022046581080439456}, {""lookback"": 130, ""n_rt"": 42, ""n_sig"": 67, ""rt_comp"": 0.6268656716417911, ""rt_annual"": 11.71030534351145, ""rt_per_bar"": 0.030656934306569343, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.015838106403139263}, {""lookback"": 155, ""n_rt"": 39, ""n_sig"": 63, ""rt_comp"": 0.6190476190476191, ""rt_annual"": 11.085408560311283, ""rt_per_bar"": 0.02899628252788104, ""lb_stability_bonus"": 1.075, ""combined"": 0.015182275687401601}, {""lookback"": 180, ""n_rt"": 41, ""n_sig"": 63, ""rt_comp"": 0.6507936507936508, ""rt_annual"": 11.885119047619048, ""rt_per_bar"": 0.03106060606060606, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.018085979403634107}, {""lookback"": 210, ""n_rt"": 35, ""n_sig"": 65, ""rt_comp"": 0.5384615384615384, ""rt_annual"": 10.393292682926829, ""rt_per_bar"": 0.027131782945736434, ""lb_stability_bonus"": 1.15, ""combined"": 0.012328442273254638}]",0.021926,0.033173,0.660945,0.6982,0.3158,14.67,19,4,4,0.8233,"[{""regime"": 1, ""n_rt"": 20, ""n_sig"": 21, ""completion"": 0.9523809523809523, ""annual_freq"": 21.87125748502994}, {""regime"": 2, ""n_rt"": 16, ""n_sig"": 22, ""completion"": 0.7272727272727273, ""annual_freq"": 17.49700598802395}, {""regime"": 3, ""n_rt"": 10, ""n_sig"": 17, ""completion"": 0.5882352941176471, ""annual_freq"": 10.93562874251497}, {""regime"": 4, ""n_rt"": 8, ""n_sig"": 17, ""completion"": 0.47058823529411764, ""annual_freq"": 8.722388059701492}]",4e-06,0.8372,1499
18,DOTUSDT-ATOMUSDT,DOTUSDT,ATOMUSDT,79.27,10.0,3.0,2.51,13.76,50.0,-0.0,52,70,0.7429,14.174,100,"[{""lookback"": 100, ""n_rt"": 52, ""n_sig"": 70, ""rt_comp"": 0.7428571428571429, ""rt_annual"": 14.173880597014925, ""rt_per_bar"": 0.037142857142857144, ""lb_stability_bonus"": 1.0, ""combined"": 0.023781172513592744}, {""lookback"": 130, ""n_rt"": 48, ""n_sig"": 68, ""rt_comp"": 0.7058823529411765, ""rt_annual"": 13.383206106870228, ""rt_per_bar"": 0.035036496350364967, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.021628776791088333}, {""lookback"": 155, ""n_rt"": 44, ""n_sig"": 67, ""rt_comp"": 0.6567164179104478, ""rt_annual"": 12.506614785992218, ""rt_per_bar"": 0.03271375464684015, ""lb_stability_bonus"": 1.075, ""combined"": 0.018715682415214995}, {""lookback"": 180, ""n_rt"": 41, ""n_sig"": 64, ""rt_comp"": 0.640625, ""rt_annual"": 11.885119047619048, ""rt_per_bar"": 0.03106060606060606, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.01766374941972822}, {""lookback"": 210, ""n_rt"": 40, ""n_sig"": 65, ""rt_comp"": 0.6153846153846154, ""rt_annual"": 11.878048780487804, ""rt_per_bar"": 0.031007751937984496, ""lb_stability_bonus"": 1.15, ""combined"": 0.017214248713381446}]",0.012779,0.014489,0.881957,0.3791,0.3158,13.22,19,4,4,0.7929,"[{""regime"": 1, ""n_rt"": 6, ""n_sig"": 12, ""completion"": 0.5, ""annual_freq"": 6.561377245508981}, {""regime"": 2, ""n_rt"": 20, ""n_sig"": 22, ""completion"": 0.9090909090909091, ""annual_freq"": 21.87125748502994}, {""regime"": 3, ""n_rt"": 16, ""n_sig"": 18, ""completion"": 0.8888888888888888, ""annual_freq"": 17.49700598802395}, {""regime"": 4, ""n_rt"": 10, ""n_sig"": 18, ""completion"": 0.5555555555555556, ""annual_freq"": 10.902985074626866}]",0.0,1.4181,1499
19,DOTUSDT-APTUSDT,DOTUSDT,APTUSDT,79.19,10.0,3.0,1.86,14.33,50.0,-0.0,43,61,0.7049,15.131,180,"[{""lookback"": 100, ""n_rt"": 39, ""n_sig"": 54, ""rt_comp"": 0.7222222222222222, ""rt_annual"": 12.741279069767442, ""rt_per_bar"": 0.03310696095076401, ""lb_stability_bonus"": 1.0, ""combined"": 0.02032008813896389}, {""lookback"": 130, ""n_rt"": 41, ""n_sig"": 57, ""rt_comp"": 0.7192982456140351, ""rt_annual"": 13.764016544117647, ""rt_per_bar"": 0.03571428571428571, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.02267870603980788}, {""lookback"": 155, ""n_rt"": 43, ""n_sig"": 61, ""rt_comp"": 0.7049180327868853, ""rt_annual"": 14.774929444967075, ""rt_per_bar"": 0.03829029385574354, ""lb_stability_bonus"": 1.075, ""combined"": 0.02436155996582393}, {""lookback"": 180, ""n_rt"": 43, ""n_sig"": 61, ""rt_comp"": 0.7049180327868853, ""rt_annual"": 15.13078034682081, ""rt_per_bar"": 0.039162112932604735, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.02570639590474069}, {""lookback"": 210, ""n_rt"": 40, ""n_sig"": 58, ""rt_comp"": 0.6896551724137931, ""rt_annual"": 14.494047619047619, ""rt_per_bar"": 0.03745318352059925, ""lb_stability_bonus"": 1.15, ""combined"": 0.02466803611824899}]",0.006565,0.009793,0.670378,0.3472,0.2857,12.84,14,4,4,0.8891,"[{""regime"": 1, ""n_rt"": 14, ""n_sig"": 21, ""completion"": 0.6666666666666666, ""annual_freq"": 19.819767441860463}, {""regime"": 2, ""n_rt"": 12, ""n_sig"": 17, ""completion"": 0.7058823529411765, ""annual_freq"": 16.988372093023255}, {""regime"": 3, ""n_rt"": 9, ""n_sig"": 13, ""completion"": 0.6923076923076923, ""annual_freq"": 12.741279069767442}, {""regime"": 4, ""n_rt"": 8, ""n_sig"": 12, ""completion"": 0.6666666666666666, ""annual_freq"": 11.195402298850574}]",0.003209,2.7009,1277
20,LTCUSDT-ETCUSDT,LTCUSDT,ETCUSDT,79.17,10.0,3.0,2.51,14.25,50.0,-0.59,48,64,0.75,13.084,100,"[{""lookback"": 100, ""n_rt"": 48, ""n_sig"": 64, ""rt_comp"": 0.75, ""rt_annual"": 13.08358208955224, ""rt_per_bar"": 0.03428571428571429, ""lb_stability_bonus"": 1.0, ""combined"": 0.02226922466874271}, {""lookback"": 130, ""n_rt"": 45, ""n_sig"": 63, ""rt_comp"": 0.7142857142857143, ""rt_annual"": 12.54675572519084, ""rt_per_bar"": 0.032846715328467155, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.020640142655648317}, {""lookback"": 155, ""n_rt"": 38, ""n_sig"": 58, ""rt_comp"": 0.6551724137931034, ""rt_annual"": 10.801167315175096, ""rt_per_bar"": 0.02825278810408922, ""lb_stability_bonus"": 1.075, ""combined"": 0.016106574328437494}, {""lookback"": 180, ""n_rt"": 34, ""n_sig"": 55, ""rt_comp"": 0.6181818181818182, ""rt_annual"": 9.855952380952381, ""rt_per_bar"": 0.025757575757575757, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.013885018818012998}, {""lookback"": 210, ""n_rt"": 33, ""n_sig"": 56, ""rt_comp"": 0.5892857142857143, ""rt_annual"": 9.799390243902439, ""rt_per_bar"": 0.02558139534883721, ""lb_stability_bonus"": 1.15, ""combined"": 0.013307943220325764}]",0.017736,0.025651,0.691409,0.6473,0.3158,10.86,19,4,4,0.875,"[{""regime"": 1, ""n_rt"": 11, ""n_sig"": 15, ""completion"": 0.7333333333333333, ""annual_freq"": 12.029191616766466}, {""regime"": 2, ""n_rt"": 9, ""n_sig"": 15, ""completion"": 0.6, ""annual_freq"": 9.842065868263473}, {""regime"": 3, ""n_rt"": 17, ""n_sig"": 21, ""completion"": 0.8095238095238095, ""annual_freq"": 18.590568862275447}, {""regime"": 4, ""n_rt"": 11, ""n_sig"": 13, ""completion"": 0.8461538461538461, ""annual_freq"": 11.993283582089552}]",1e-06,3.3513,1499
21,LTCUSDT-FILUSDT,LTCUSDT,FILUSDT,79.16,9.5,2.92,2.51,14.23,50.0,-0.0,36,57,0.6316,9.813,100,"[{""lookback"": 100, ""n_rt"": 36, ""n_sig"": 57, ""rt_comp"": 0.631578947368421, ""rt_annual"": 9.812686567164178, ""rt_per_bar"": 0.025714285714285714, ""lb_stability_bonus"": 1.0, ""combined"": 0.012906721313957118}, {""lookback"": 130, ""n_rt"": 36, ""n_sig"": 60, ""rt_comp"": 0.6, ""rt_annual"": 10.037404580152671, ""rt_per_bar"": 0.026277372262773723, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.012712226160371843}, {""lookback"": 155, ""n_rt"": 34, ""n_sig"": 60, ""rt_comp"": 0.5666666666666667, ""rt_annual"": 9.66420233463035, ""rt_per_bar"": 0.025278810408921933, ""lb_stability_bonus"": 1.075, ""combined"": 0.011591952608693615}, {""lookback"": 180, ""n_rt"": 27, ""n_sig"": 57, ""rt_comp"": 0.47368421052631576, ""rt_annual"": 7.826785714285714, ""rt_per_bar"": 0.020454545454545454, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.0073958882626431865}, {""lookback"": 210, ""n_rt"": 30, ""n_sig"": 55, ""rt_comp"": 0.5454545454545454, ""rt_annual"": 8.908536585365853, ""rt_per_bar"": 0.023255813953488372, ""lb_stability_bonus"": 1.15, ""combined"": 0.01077375840707056}]",0.016436,0.034347,0.478527,0.7487,0.3158,16.01,19,4,4,0.8711,"[{""regime"": 1, ""n_rt"": 11, ""n_sig"": 13, ""completion"": 0.8461538461538461, ""annual_freq"": 12.029191616766466}, {""regime"": 2, ""n_rt"": 6, ""n_sig"": 11, ""completion"": 0.5454545454545454, ""annual_freq"": 6.561377245508981}, {""regime"": 3, ""n_rt"": 12, ""n_sig"": 18, ""completion"": 0.6666666666666666, ""annual_freq"": 13.122754491017963}, {""regime"": 4, ""n_rt"": 8, ""n_sig"": 17, ""completion"": 0.47058823529411764, ""annual_freq"": 8.722388059701492}]",0.0,0.3688,1499
22,XRPUSDT-LTCUSDT,XRPUSDT,LTCUSDT,79.11,10.0,2.92,1.37,14.82,50.0,-0.0,48,65,0.7385,13.383,130,"[{""lookback"": 100, ""n_rt"": 49, ""n_sig"": 68, ""rt_comp"": 0.7205882352941176, ""rt_annual"": 13.35615671641791, ""rt_per_bar"": 0.035, ""lb_stability_bonus"": 1.0, ""combined"": 0.021409118960008657}, {""lookback"": 130, ""n_rt"": 48, ""n_sig"": 65, ""rt_comp"": 0.7384615384615385, ""rt_annual"": 13.383206106870228, ""rt_per_bar"": 0.035036496350364967, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.023143300416386473}, {""lookback"": 155, ""n_rt"": 34, ""n_sig"": 56, ""rt_comp"": 0.6071428571428571, ""rt_annual"": 9.66420233463035, ""rt_per_bar"": 0.025278810408921933, ""lb_stability_bonus"": 1.075, ""combined"": 0.01285586881198107}, {""lookback"": 180, ""n_rt"": 33, ""n_sig"": 54, ""rt_comp"": 0.6111111111111112, ""rt_annual"": 9.566071428571428, ""rt_per_bar"": 0.025, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.0132460815439458}, {""lookback"": 210, ""n_rt"": 27, ""n_sig"": 53, ""rt_comp"": 0.5094339622641509, ""rt_annual"": 8.017682926829268, ""rt_per_bar"": 0.020930232558139535, ""lb_stability_bonus"": 1.15, ""combined"": 0.008751927997632376}]",0.02502,0.034509,0.725006,1.0173,0.2632,14.03,19,4,4,0.9705,"[{""regime"": 1, ""n_rt"": 12, ""n_sig"": 18, ""completion"": 0.6666666666666666, ""annual_freq"": 13.44478527607362}, {""regime"": 2, ""n_rt"": 13, ""n_sig"": 16, ""completion"": 0.8125, ""annual_freq"": 14.565184049079756}, {""regime"": 3, ""n_rt"": 12, ""n_sig"": 17, ""completion"": 0.7058823529411765, ""annual_freq"": 13.44478527607362}, {""regime"": 4, ""n_rt"": 11, ""n_sig"": 14, ""completion"": 0.7857142857142857, ""annual_freq"": 12.212006079027356}]",0.0,1.2358,1499
23,DOTUSDT-SNXUSDT,DOTUSDT,SNXUSDT,78.77,10.0,3.0,1.37,14.4,50.0,-0.0,45,61,0.7377,12.266,100,"[{""lookback"": 100, ""n_rt"": 45, ""n_sig"": 61, ""rt_comp"": 0.7377049180327869, ""rt_annual"": 12.265858208955224, ""rt_per_bar"": 0.03214285714285714, ""lb_stability_bonus"": 1.0, ""combined"": 0.020366129279606262}, {""lookback"": 130, ""n_rt"": 40, ""n_sig"": 63, ""rt_comp"": 0.6349206349206349, ""rt_annual"": 11.15267175572519, ""rt_per_bar"": 0.029197080291970802, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.01537557579479613}, {""lookback"": 155, ""n_rt"": 34, ""n_sig"": 53, ""rt_comp"": 0.6415094339622641, ""rt_annual"": 9.66420233463035, ""rt_per_bar"": 0.025278810408921933, ""lb_stability_bonus"": 1.075, ""combined"": 0.013962708396652992}, {""lookback"": 180, ""n_rt"": 38, ""n_sig"": 56, ""rt_comp"": 0.6785714285714286, ""rt_annual"": 11.01547619047619, ""rt_per_bar"": 0.02878787878787879, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.017847203076491652}, {""lookback"": 210, ""n_rt"": 33, ""n_sig"": 55, ""rt_comp"": 0.6, ""rt_annual"": 9.799390243902439, ""rt_per_bar"": 0.02558139534883721, ""lb_stability_bonus"": 1.15, ""combined"": 0.013672531905913622}]",0.014719,0.022731,0.647538,0.4272,0.2632,15.11,19,4,4,0.9004,"[{""regime"": 1, ""n_rt"": 14, ""n_sig"": 16, ""completion"": 0.875, ""annual_freq"": 15.309880239520957}, {""regime"": 2, ""n_rt"": 13, ""n_sig"": 17, ""completion"": 0.7647058823529411, ""annual_freq"": 14.216317365269461}, {""regime"": 3, ""n_rt"": 11, ""n_sig"": 16, ""completion"": 0.6875, ""annual_freq"": 12.029191616766466}, {""regime"": 4, ""n_rt"": 8, ""n_sig"": 13, ""completion"": 0.6153846153846154, ""annual_freq"": 8.722388059701492}]",8e-06,1.2159,1499
24,AVAXUSDT-SNXUSDT,AVAXUSDT,SNXUSDT,78.73,10.0,3.0,1.37,14.36,50.0,-0.0,45,63,0.7143,12.266,100,"[{""lookback"": 100, ""n_rt"": 45, ""n_sig"": 63, ""rt_comp"": 0.7142857142857143, ""rt_annual"": 12.265858208955224, ""rt_per_bar"": 0.03214285714285714, ""lb_stability_bonus"": 1.0, ""combined"": 0.019404051766726143}, {""lookback"": 130, ""n_rt"": 40, ""n_sig"": 62, ""rt_comp"": 0.6451612903225806, ""rt_annual"": 11.15267175572519, ""rt_per_bar"": 0.029197080291970802, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.015749061482430143}, {""lookback"": 155, ""n_rt"": 42, ""n_sig"": 63, ""rt_comp"": 0.6666666666666666, ""rt_annual"": 11.938132295719845, ""rt_per_bar"": 0.031226765799256505, ""lb_stability_bonus"": 1.075, ""combined"": 0.01827252571444205}, {""lookback"": 180, ""n_rt"": 36, ""n_sig"": 58, ""rt_comp"": 0.6206896551724138, ""rt_annual"": 10.435714285714285, ""rt_per_bar"": 0.02727272727272727, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.014791338495523264}, {""lookback"": 210, ""n_rt"": 35, ""n_sig"": 54, ""rt_comp"": 0.6481481481481481, ""rt_annual"": 10.393292682926829, ""rt_per_bar"": 0.027131782945736434, ""lb_stability_bonus"": 1.15, ""combined"": 0.016281244609687027}]",0.019671,0.024031,0.818567,0.4939,0.2632,16.11,19,4,4,0.894,"[{""regime"": 1, ""n_rt"": 14, ""n_sig"": 17, ""completion"": 0.8235294117647058, ""annual_freq"": 15.309880239520957}, {""regime"": 2, ""n_rt"": 8, ""n_sig"": 13, ""completion"": 0.6153846153846154, ""annual_freq"": 8.748502994011975}, {""regime"": 3, ""n_rt"": 13, ""n_sig"": 18, ""completion"": 0.7222222222222222, ""annual_freq"": 14.216317365269461}, {""regime"": 4, ""n_rt"": 10, ""n_sig"": 15, ""completion"": 0.6666666666666666, ""annual_freq"": 10.902985074626866}]",0.000396,1.9417,1499
25,ETCUSDT-ARBUSDT,ETCUSDT,ARBUSDT,78.57,9.96,3.0,1.08,14.53,50.0,-0.0,34,49,0.6939,14.064,180,"[{""lookback"": 100, ""n_rt"": 30, ""n_sig"": 43, ""rt_comp"": 0.6976744186046512, ""rt_annual"": 11.378504672897195, ""rt_per_bar"": 0.02932551319648094, ""lb_stability_bonus"": 1.0, ""combined"": 0.01708932148096345}, {""lookback"": 130, ""n_rt"": 31, ""n_sig"": 47, ""rt_comp"": 0.6595744680851063, ""rt_annual"": 12.135852090032154, ""rt_per_bar"": 0.03121852970795569, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.017406882618311324}, {""lookback"": 155, ""n_rt"": 31, ""n_sig"": 47, ""rt_comp"": 0.6595744680851063, ""rt_annual"": 12.469988986784141, ""rt_per_bar"": 0.03202479338842975, ""lb_stability_bonus"": 1.075, ""combined"": 0.01844125845869579}, {""lookback"": 180, ""n_rt"": 34, ""n_sig"": 49, ""rt_comp"": 0.6938775510204082, ""rt_annual"": 14.063986409966025, ""rt_per_bar"": 0.036055143160127257, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.023113122727338002}, {""lookback"": 210, ""n_rt"": 25, ""n_sig"": 43, ""rt_comp"": 0.5813953488372093, ""rt_annual"": 10.704865181711607, ""rt_per_bar"": 0.027382256297918947, ""lb_stability_bonus"": 1.15, ""combined"": 0.013959645868025115}]",0.004653,0.008067,0.576802,0.276,0.25,30.06,12,4,4,0.9213,"[{""regime"": 1, ""n_rt"": 7, ""n_sig"": 12, ""completion"": 0.5833333333333334, ""annual_freq"": 11.62159090909091}, {""regime"": 2, ""n_rt"": 7, ""n_sig"": 11, ""completion"": 0.6363636363636364, ""annual_freq"": 11.62159090909091}, {""regime"": 3, ""n_rt"": 9, ""n_sig"": 14, ""completion"": 0.6428571428571429, ""annual_freq"": 14.942045454545456}, {""regime"": 4, ""n_rt"": 10, ""n_sig"": 13, ""completion"": 0.7692307692307693, ""annual_freq"": 16.602272727272727}]",0.00712,0.6379,1122
26,ADAUSDT-ATOMUSDT,ADAUSDT,ATOMUSDT,78.55,9.72,3.0,1.37,14.46,50.0,-0.0,43,65,0.6615,11.721,100,"[{""lookback"": 100, ""n_rt"": 43, ""n_sig"": 65, ""rt_comp"": 0.6615384615384615, ""rt_annual"": 11.72070895522388, ""rt_per_bar"": 0.030714285714285715, ""lb_stability_bonus"": 1.0, ""combined"": 0.016526202436315654}, {""lookback"": 130, ""n_rt"": 39, ""n_sig"": 63, ""rt_comp"": 0.6190476190476191, ""rt_annual"": 10.87385496183206, ""rt_per_bar"": 0.02846715328467153, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.01443254524806139}, {""lookback"": 155, ""n_rt"": 39, ""n_sig"": 64, ""rt_comp"": 0.609375, ""rt_annual"": 11.085408560311283, ""rt_per_bar"": 0.02899628252788104, ""lb_stability_bonus"": 1.075, ""combined"": 0.014827834720944557}, {""lookback"": 180, ""n_rt"": 36, ""n_sig"": 63, ""rt_comp"": 0.5714285714285714, ""rt_annual"": 10.435714285714285, ""rt_per_bar"": 0.02727272727272727, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.013065879303081666}, {""lookback"": 210, ""n_rt"": 28, ""n_sig"": 58, ""rt_comp"": 0.4827586206896552, ""rt_annual"": 8.314634146341463, ""rt_per_bar"": 0.021705426356589147, ""lb_stability_bonus"": 1.15, ""combined"": 0.008372616863615791}]",0.021938,0.024006,0.913849,0.5134,0.2632,13.36,19,4,4,0.9107,"[{""regime"": 1, ""n_rt"": 14, ""n_sig"": 21, ""completion"": 0.6666666666666666, ""annual_freq"": 15.309880239520957}, {""regime"": 2, ""n_rt"": 10, ""n_sig"": 15, ""completion"": 0.6666666666666666, ""annual_freq"": 10.93562874251497}, {""regime"": 3, ""n_rt"": 9, ""n_sig"": 13, ""completion"": 0.6923076923076923, ""annual_freq"": 9.842065868263473}, {""regime"": 4, ""n_rt"": 10, ""n_sig"": 17, ""completion"": 0.5882352941176471, ""annual_freq"": 10.902985074626866}]",3e-06,1.1736,1499
